Year,Month,Day,Temperature,Relative_Humidity,Mean_Sea_Level_Pressure,Total_Precipitation,Total_Cloud_Cover,High_Cloud_Cover,Medium_Cloud_Cover ,Low_Cloud_Cover,Sunshine_Duration ,Shortwave_Radiation,Wind_Speed_10,Wind _Direction_10,Wind_Speed_80,Wind_Direction_80,Wind_Speed_900,Wind_Direction_900,Wind_Gust
2010,11,27,29.37,82.12,1005.03,4.7,65.75,0,51,63.92,117.05,1259.35,11.88,144.31,13.57,147.27,13.21,187.68,13.24
2010,11,28,32.23,83.04,1002.6,0.4,73.71,22.38,58.21,47.29,88.14,1930.41,7.9,191.12,9.19,213.36,11.15,191.67,8.54
2010,11,29,32.44,88.38,1006.95,1.5,57.21,0,27.21,57.12,240.71,1271.81,13.54,254.18,17.06,259.95,27.41,263.97,20.43
2010,11,30,27.16,76.75,1009.32,0,36.25,0,33.25,3,302.06,2033.65,6.94,98.18,8.52,101.9,18.3,125.92,11.23
2010,12,1,29.84,83.62,997.85,7.8,100,16.04,97.92,86,0,906.91,10.28,205.47,11.76,215.89,20.79,160.05,16.16
2010,12,2,26.89,81.17,1007.04,0.1,60.92,4.08,30.29,47.79,280.95,1974.02,11.5,213.79,14.25,215.58,21.24,253,16.55
2010,12,3,26.8,84.33,1009.52,0.7,40.29,0.5,21.71,35.58,363.23,1945.54,5.89,176.84,8.11,180.95,4.39,202.56,5.01
2010,12,4,28.62,80.17,1019.71,0.1,46.99,10.04,8.62,39.42,373.45,1886.8,5.77,177.24,6.05,182.35,11.38,243.4,8.03
2010,12,5,32.61,86.71,1012.05,7.9,100,96.17,100,66.67,0,558.92,7.85,126.45,8.48,137.66,27.68,238.22,9.52
2010,12,6,36.7,93.88,999.14,36.8,100,91.96,100,100,0,283.91,9.88,101.5,12.93,108.91,10.63,219.84,9.04
2010,12,7,45.64,91.71,999.66,23.1,78.15,31.58,61.21,75.75,87.43,1270.03,6.49,147.8,9.17,166.59,33.83,249.76,11.91
2010,12,8,48.91,85.25,1001.32,7.7,62.47,19.5,58.21,52.25,84.26,1025.28,8.66,155.08,11.68,168.27,34.91,246.13,15.7
2010,12,9,34.22,83.21,1023.06,5.2,57.14,11.88,22.21,50,476.44,1825.39,16.98,296.09,19.44,298.78,19.84,315.15,21.02
2010,12,10,34.02,83.46,1032.86,1,75.54,1.12,4.46,75.54,0,947.85,18.14,258.84,22.02,259.24,21.19,298.62,26.38
2010,12,11,37.71,84.17,1027.4,0,71.74,1.25,0.79,70.96,72.77,1511.22,18.82,260.07,23.1,259.92,29.09,277.81,28.9
2010,12,12,36.74,85.25,1018.75,1,82.38,8.83,6.04,82.38,225.74,1509.44,12.35,266.75,14.63,268.08,16.83,300.68,17.83
2010,12,13,29.65,80.79,1022.19,0.2,56.29,0,0,56.29,220.27,1461.38,10.18,113.76,11.98,125.19,10.15,75.22,13.3
2010,12,14,26.89,77.62,1025.15,0,74.88,0,18.29,72.88,40.75,1513.89,7.58,207,8.2,213.78,7.36,203.16,9.18
2010,12,15,26.78,79.12,1028.28,0.7,93.17,10.88,78.79,79.5,52.34,1676.76,12.19,299.99,13.41,298.73,13.89,196.89,14.35
2010,12,16,28.87,76.67,1016.39,0.6,88.46,41.5,57.29,73.67,151.77,1655.4,15.14,269.19,17.09,269.59,21.93,273.8,19.97
2010,12,17,30.66,84.25,997.38,5.3,96,2.17,91.5,92.21,0,1371.49,20.26,265.04,23.7,267.62,30.32,288.06,26.79
2010,12,18,27.84,72.08,1001.86,0,64.46,0,40.83,56.42,193.17,1501.43,10.83,214.53,14.38,225.88,28.13,247.34,16
2010,12,19,37.06,76.21,998.97,1.5,94.33,20.62,72.12,88.33,69.88,1057.32,19.67,189.45,23.92,192.15,47.55,239.99,32.12
2010,12,20,44.07,80.79,1003.23,15.7,98.75,4.25,82.25,97.92,0,1021.72,22.78,245.89,29.25,245.45,53.77,251.88,43.51
2010,12,21,40.69,84.08,1005.36,1.1,77.2,64.67,71.04,66.62,0,687.97,9.36,141.48,13.91,142.95,28.28,216.76,16.53
2010,12,22,43.04,86.42,1000.8,8.7,84.92,33.08,59,83.79,147.21,1022.61,9.23,117.11,14.85,120.23,17.39,166.26,12.69
2010,12,23,42.67,89,996.61,0,86.78,74.04,81.29,37.88,75.56,1262.02,3.62,184.36,6.16,163.7,5.43,126.38,4.15
2010,12,24,33.91,95.25,1000.17,12.5,100,44.54,75,100,0,287.47,10.24,308.46,12.13,312.41,12.57,267.03,13.73
2010,12,25,26.3,90.46,1016.63,6.4,98.12,26.17,84.04,98.12,0,1284.27,16.59,11.19,18.27,12.18,13.69,46.12,20.76
2010,12,26,19.22,84.83,1028.72,0,39.75,3,11.88,35.75,438.43,1789.79,4.55,192.19,5.07,193.58,8.77,81.21,5.09
2010,12,27,22.88,69.12,1025.92,0,43.85,16.83,42.75,11.33,110.02,1593.99,10.63,127.62,14.91,123.17,11.84,135.05,11.03
2010,12,28,31.8,92.38,1021.37,0.3,100,27.62,75.33,94.12,0,993.24,6.71,113.43,8.9,121.57,18.69,259.43,5.56
2010,12,29,37.24,92.83,1021.5,0.4,100,12.33,7.83,100,0,1046.64,5.25,103.5,7.12,113.83,9.31,222.97,3.91
2010,12,30,34.61,90,1022.96,0,70.46,9.42,22.29,64.79,277.85,1812.93,4.6,91.74,6.09,133.49,6.49,108.79,6.03
2010,12,31,31.8,88.04,1024.26,0,62.51,0.83,0,62.5,289.44,1730.16,4.29,162.33,5.3,148.17,6.07,101.27,4.57
2011,1,1,32.22,88.75,1022.15,0,33.42,0,0,33.42,514.44,1755.97,1.81,201.34,2.59,208.09,6.53,255.26,2.14
2011,1,2,31.65,86.88,1021.75,0,76.92,0,0.33,76.92,35.11,1415.99,4.13,202.1,5.49,203.5,11.34,115.68,4.91
2011,1,3,28.58,84.38,1024.12,0,41.96,1.04,8.96,33,285.96,1811.15,3.52,121.52,3.48,134.79,11.46,78.95,3.97
2011,1,4,29.36,85.38,1019.28,0,79.04,16.5,58.33,24.79,239.36,1855.65,2.63,168.67,3.22,167.36,7.61,207.37,2.44
2011,1,5,31.63,84.92,1013.62,0,27.27,13.54,16.38,14.04,501.36,1893.03,7.16,123.28,8.44,131.79,22.01,248.31,6.7
2011,1,6,43.76,78.38,1005.07,7.1,91.9,78.92,89.42,59.62,8.26,804.56,19.3,197.07,24.28,200.98,57.94,238.68,38.36
2011,1,7,51.72,76.46,1008.75,6.7,100,38.92,89.75,100,0,534,11.12,182.85,15.81,194.65,42.71,240.94,26.28
2011,1,8,52.51,74.17,1011.27,4.3,65.42,32.04,53,51.42,341.74,1741.73,6.79,164.48,10.09,185.78,34.96,242.1,13.86
2011,1,9,46.41,80.38,1012.72,12,78.25,64.5,75.42,66.88,0,357.78,7.51,195.89,11.33,210.49,32.68,244.01,17.33
2011,1,10,37.86,91.33,1020.55,3.4,100,33.46,47.25,100,0,1487.19,4.01,266.56,4.51,269.41,11.85,113.24,6.06
2011,1,11,38.95,85.71,1012.9,4.4,43.04,9.42,32.12,30.21,140.75,1116.06,7.82,169.89,11.69,175.6,22.36,244.15,12.4
2011,1,12,43.05,83.5,1020.65,3.6,90.79,37.42,64,88.54,0,1025.28,6.47,244.51,10.22,252.83,27.05,264.42,13.98
2011,1,13,52.3,78.67,1018.27,12.9,98.71,72,93.25,98.71,0,600.75,13.87,252.33,19.51,252.47,43.98,274.27,34.37
2011,1,14,49.71,81.58,1019.94,0,30.89,40.67,14,10.38,367.34,1956.22,5.23,214.85,8.3,224.22,22.21,265.73,9.15
2011,1,15,48.08,76.08,1026.47,0,35.25,21.96,29.67,7.46,410.76,2063.91,6.5,224.04,9.42,249.67,21.94,264.65,13.22
2011,1,16,44.8,78.88,1027.72,0,1.31,4.38,0,0,533.11,2097.73,4.13,115.62,5.78,121.02,8.51,243.36,3
2011,1,17,43.81,69.29,1027.32,0,9.03,7.92,8.96,0,539.03,2054.12,3.41,133.55,4.26,148.64,19.9,254.69,3.08
2011,1,18,45.04,78.83,1026.72,0,71.74,8.29,6.25,69.71,7.85,1756.86,4.93,204.11,6,224.88,15.52,268.14,6.38
2011,1,19,38.46,84.67,1028.88,0.1,57.92,0,0,57.92,202.95,1711.47,8.47,307.35,12.02,232.03,13.83,129.71,14.18
2011,1,20,33.53,85.29,1027.7,2,84.08,0,20.38,84.08,12.77,1966.01,11.71,167.18,13.79,164.73,15.01,115.58,14.19
2011,1,21,31.41,77.54,1030.55,0.7,42.67,0,0,42.67,408.36,2162.7,8.14,126.32,10.75,59.99,20.99,69.15,12.39
2011,1,22,28.69,71.38,1029.01,0,10.75,0,0,10.75,397.12,2287.3,6.39,92.37,9.57,66.96,21.89,84.07,13.06
2011,1,23,25.92,82.33,1027.2,0,8.5,3.29,5.25,3.96,500.53,2344.26,3.55,269.8,4.19,246.76,19.83,80.52,4.39
2011,1,24,30.5,72.92,1026.2,0,14.58,1.83,14.29,5.25,487.5,2315.78,2.27,256.01,2.45,232.48,5.12,77.84,3.09
2011,1,25,34.22,79.92,1020,1.1,69,1.71,7.25,69,266.81,2293.53,8.86,254.93,11.36,265.19,14.63,274.05,13.65
2011,1,26,38.18,82.21,1010.45,3.7,86.71,31.75,45.25,61.25,52.98,1691.89,9.51,242.21,11.64,253.94,20.53,261.14,14.83
2011,1,27,34.07,90.29,1012.82,0,54.88,7.33,11.12,51.08,234.7,1965.12,4.81,181.2,6.43,142.53,14.7,88.53,7.34
2011,1,28,33.81,80.58,1015.26,0,14.39,0.46,0.08,14.17,556.96,2479.54,8.67,112.87,11.78,99.15,19.93,99.05,16.08
2011,1,29,31.3,84.62,1015.99,0,29.29,0,23.54,11.92,407.4,2513.36,3.74,152.24,4.85,179.89,11.8,105.55,6.21
2011,1,30,28.06,85.79,1017.06,0,51.88,1.42,0.71,51.29,359.79,2545.4,3.73,267.05,4.23,263.2,14.92,101.26,4.49
2011,1,31,28.23,84.38,1022.13,0,21.25,2.92,4.25,17,514.17,2607.7,2.83,227.56,3.6,213.22,8.54,108.6,3.63
2011,2,1,28.61,73.54,1026.86,0,0.26,0.88,0,0,576.67,2637.96,1.7,263.44,2.33,264.27,4.93,182.44,2.08
2011,2,2,29.38,67.62,1030.98,0,2.12,5.46,1.04,0,574.88,2699.37,2.16,248.03,3.27,268.58,7.44,119.98,3.66
2011,2,3,34.31,73.75,1030.52,0.1,61.61,24.12,33.42,50,165.74,1702.57,2.67,167.08,2.77,173.59,11.18,247.36,3
2011,2,4,42.43,76.46,1031.65,0,47.87,14.54,15,36.04,379.74,2735.86,8.69,207.46,11.8,230.5,27.26,262.86,15.34
2011,2,5,45.52,73.67,1031.44,0,3.46,2.21,0.17,2.83,562.93,2793.71,8.32,253.01,13.11,257.02,33.69,264.11,21.91
2011,2,6,43.55,79.21,1030.68,0,23.38,2.96,0,22.5,339.15,2705.6,3.12,148.52,4.46,164.43,19.46,265.2,3.48
2011,2,7,46.58,70.08,1024.92,0,3.8,12.54,0.21,0.17,575.92,2990.4,3.47,121.5,4.37,129.86,19.16,260.06,3.46
2011,2,8,44.56,73.29,1023.59,0,4.19,13.96,0,0,575.87,2950.35,3.78,241.31,4.84,272.69,14.92,219.19,5.28
2011,2,9,41.43,88.88,1022.66,0,27.36,5.88,0,25.88,466.76,2943.23,2.23,110.84,3.36,134.67,10.19,119.16,3.06
2011,2,10,44.16,63.17,1021.58,0,11.58,12.71,0.25,8.92,582.51,3068.72,3.24,123.34,4.28,138,17.49,260.2,2.96
2011,2,11,48.81,62.75,1018.05,0,65.75,12.83,56.67,61.04,184.93,2823.97,4.14,189.66,5.47,208.77,20.77,268.35,5.02
2011,2,12,47.54,65.62,1016.9,0,36.14,15.04,36.12,0.79,390.83,3086.52,2.85,200.55,3.63,215.65,14.44,264.5,3.89
2011,2,13,45.37,80.96,1013.01,0,34.87,7.62,17.42,21.46,577.95,3160.39,4.34,178.94,7.63,171.25,13.98,222.29,5.36
2011,2,14,45.76,77.83,1007.73,0,52.08,24.42,40.5,25.21,470.8,3196.88,5.92,132.75,10.21,147.82,7.89,221.82,5.47
2011,2,15,44,83.67,1002.6,2.7,96.42,30.04,92.71,75.67,0,1220.19,6.51,161.69,8.92,177.72,14.97,225.51,11.57
2011,2,16,44.57,78.08,998.52,0,63.57,22.54,62.96,16.25,230.57,3237.82,4.86,207.5,7.24,211.3,7.08,124.41,6.52
2011,2,17,41.73,84.46,1000.13,0,47.31,20.08,41.67,19.12,350.11,3331.27,4.47,188.16,6.33,192.39,6.03,164.64,6.55
2011,2,18,39.02,83.96,1011.73,0,71.08,2.58,0.67,71.08,210.48,2762.56,2.76,279.57,3.71,296.23,7.14,258.92,3.49
2011,2,19,40.36,79.92,1015.26,0,41.62,18.12,25.38,19,426.41,3370.43,2.7,213.8,3.47,222.02,4.46,186.87,3.34
2011,2,20,38.66,88.33,1013.45,3.4,99.58,15.17,91.79,98.92,0,937.17,3.46,135.96,5.56,138.01,9.45,227.61,4.35
2011,2,21,38.68,88.25,1014.83,4,97.79,1.38,18.92,97.79,0,2516.92,3.75,318.88,4.87,313.45,11.39,282.07,5.43
2011,2,22,36.36,80.08,1014.91,0,75.42,0.58,22.46,74.88,135.39,2929.88,7.22,225.58,8.66,225.91,6.62,136.8,9.12
2011,2,23,34.02,71.38,1024.33,0,30.98,9.67,30.54,8.33,409.31,3790.51,6.98,111.16,10.26,114.21,9.51,120.51,9.26
2011,2,24,37.54,81.42,1026.01,3.1,100,10.62,61.29,100,0,1396.41,6.56,189.05,9.68,192.53,14.4,261.45,8.04
2011,2,25,43.15,88.38,1028.38,0.4,81.53,7.75,19.42,77.25,43.46,1988.26,4.48,288.24,7.05,302.21,5.69,250.62,6.46
2011,2,26,42.24,83.25,1020.62,5.6,83.29,44.71,65.21,56,28.31,2542.73,7.73,196.21,10.82,202.53,15.56,186.63,12.69
2011,2,27,42.78,84.62,1015.91,8.4,84.58,14.33,39.92,71.5,28.09,1763.09,9.29,295.94,13.01,299.48,17.43,301.07,16
2011,2,28,41.48,80.46,1019.92,1.9,78.67,6.83,39.62,69.21,48.51,2218.77,6.19,194.76,9.24,187.34,18.36,61.05,8.44
2011,3,1,40.46,79.08,1024.44,0.7,40.83,2.12,2.92,40.54,343.74,3438.07,6.86,193.61,8.94,147.45,24.59,80.04,12.69
2011,3,2,38.29,61.75,1023.07,0,1.3,1.42,0,0.92,653.67,4163.42,9.33,76.98,12.76,90.16,37.7,83.77,23.42
2011,3,3,36.95,71.08,1024.95,0,37.28,0.38,12.92,26,301.73,3996.1,4.71,171.29,6.58,178.54,19.96,89.22,9.68
2011,3,4,37.65,79.38,1027.3,0,23.96,0,21.38,2.58,442.76,4165.2,3.33,254.65,4.6,273.93,15.88,93.7,4.47
2011,3,5,39.89,79.58,1023.83,0,0.49,1.5,0,0.04,679.34,4247.97,3.31,259.49,4.85,221.64,9.69,87.47,4.47
2011,3,6,38.02,79.04,1024.38,0,46.2,13.21,12.29,45.83,442.46,4011.23,8.62,240.82,10.19,234.6,22.02,87.06,12.05
2011,3,7,37.87,56.96,1027.3,0,0,0,0,0,686.17,4529.21,11.6,99.02,16.53,99.11,27.94,114.71,23.75
2011,3,8,41.86,70.04,1028.33,0,17.5,0,0,17.5,656.53,4292.47,5.87,194.94,9.47,194.07,16.16,261.55,7.07
2011,3,9,45.19,71,1023.58,0,51.93,24.54,31.71,26.92,244.47,4373.46,6.89,205.65,9.64,216.62,19.73,261.97,10.14
2011,3,10,46.06,83.75,1021.79,0,97.46,36.67,46.83,91.58,0,1974.91,8.17,252.73,11.23,261.04,24.66,264.76,15.44
2011,3,11,49.15,75,1019.6,0,84,1.54,0,83.58,0,3162.17,5.03,218.32,7.3,225.95,15.13,232.19,10.98
2011,3,12,49.24,69.83,1010.51,0,67.46,79.33,66.83,7.46,233.45,4407.28,3.09,109.97,4.21,118.67,5.46,140.41,5.7
2011,3,13,51.8,69.17,1006.09,0,100,97.25,100,100,0,1583.31,1.74,156.25,2.77,170.07,3.47,78.77,3.8
2011,3,14,54.2,73.58,1012.88,0.3,81.84,56.29,76.21,45.92,234.77,4329.85,2.16,140.37,3.07,122.02,3.69,166.84,4.98
2011,3,15,51.14,71.54,1012.26,0,14.4,17.88,13.75,0.04,547.22,4662.71,4.35,86.29,5.21,94.28,10.91,92.96,7.91
2011,3,16,51.89,80.46,1004.42,1.5,53.82,55.38,29.29,41.04,253.87,4243.52,3.62,137.7,4.5,151.29,7.16,149.22,5.8
2011,3,17,52.52,90.75,1006.04,17.1,100,85,79,100,0,1104.49,6.67,268.1,8.94,271.34,19.13,284.5,11.25
2011,3,18,47.82,83.17,1021.76,1,100,27.46,22.25,100,0,2896.95,6.54,273,7.1,279.14,14.96,280.36,9.45
2011,3,19,46.38,85.5,1026.47,4.9,88.75,8.29,26.17,88.75,0,2110.19,5.21,122.81,6.48,100.71,14.68,141.09,10.25
2011,3,20,42.43,67.75,1031.03,0,5.83,0.04,1.96,3.88,694.23,5276.81,6.16,60.08,8.77,67.64,22.45,78.62,15.68
2011,3,21,42.99,62.33,1032.11,0,0,0,0,0,734.46,5267.91,7.88,63.33,11.91,71.63,26.56,78.19,17.83
2011,3,22,44.16,67.62,1034.27,0,0.06,0.21,0,0,736.97,5323.98,4.68,67.77,6.37,71.31,19.05,82.87,10.14
2011,3,23,49.19,66.92,1035.45,0,0,0,0,0,741.38,5331.99,5.28,64.01,7.69,67.66,24.1,81.19,11.68
2011,3,24,51.56,70.67,1033.18,0,9.54,21.04,0,4.38,689.05,5407.64,2.44,83.28,2.45,83.74,8.22,89.86,4.84
2011,3,25,54.31,63.75,1022.71,0,16.04,53.46,0,0,621.75,5366.7,5.98,212.63,8.84,228.32,16.62,260.74,10
2011,3,26,52.56,63.67,1016.01,0.2,34.96,16.17,33.08,31.25,485.88,4695.64,4.9,254.37,8.37,258.93,15.82,281.19,9.44
2011,3,27,54.41,84.25,1011.73,8.2,99.54,87.25,99.54,99.21,3.19,2155.58,1.06,166.67,1.46,159.21,2.86,263.99,4.42
2011,3,28,54.17,81.62,1011.95,5.7,72.5,21.38,41.12,72.5,227.2,2282.85,2.21,328.74,2.99,240.33,4.66,230.73,3.1
2011,3,29,55.72,66.33,1014.63,0,72.33,1.54,0.21,72.33,315.32,4725.9,0.78,187.11,0.83,224.21,1.4,193.5,3.14
2011,3,30,53.6,76.67,1017.64,2.3,95.17,11.12,15.67,95.17,66.38,2718.95,4.33,221.69,5.35,232.26,8.05,258.98,7.61
2011,3,31,54.53,82.12,1020.95,4.3,96.79,66.38,75.62,93.79,41.49,2903.18,5.3,209.36,7.2,212.01,23.43,247.68,12.83
2011,4,1,59.2,80.88,1024.37,0.1,92.62,55.5,49.08,52.5,13.4,3883.07,3.4,210.01,5.04,228.08,17.65,216.35,8.25
2011,4,2,61.55,71.67,1017.78,0,21.72,8.96,0.08,19.83,582.93,5780.55,2.38,141.99,2.89,148.79,5.11,182.73,5.62
2011,4,3,61.38,69.08,1012.68,0.3,33.65,44.5,28.79,22.12,559.51,5408.53,3.89,199.79,5.93,207.53,9.48,251.4,8.34
2011,4,4,53.43,81.54,1021.85,7.7,92.04,43.75,59.96,92.04,109.79,2249.03,5.61,285.68,6.69,289.25,11.33,297.59,8.27
2011,4,5,56.52,61,1026.98,0,81.92,41.29,43.79,46.88,246.38,5545.59,2.46,254.92,3.24,265.05,5.04,268.72,3.58
2011,4,6,62.31,60.58,1027.82,0,42.03,17.33,26.21,32.46,572.49,5939.86,1.72,161.91,1.95,161.97,4.54,209.94,3.5
2011,4,7,62.81,73.54,1026.28,0,4.93,4.33,0,3.62,758.49,6047.55,4.79,225.48,6,232.84,9.71,236.33,7.29
2011,4,8,60.22,76.25,1024.37,0,14.52,10.88,0,12.92,669.5,6103.62,3.87,194.43,5.66,182.21,6.2,161.49,6.59
2011,4,9,58.65,72.54,1022,0,3.88,1.92,0,3.79,762.35,6233.56,4.65,45.75,6.05,36.93,9.13,57.3,9.95
2011,4,10,58.26,68.12,1020.99,0,0.04,0.12,0,0,802.93,6304.76,5.05,67.11,5.4,66.96,11.01,73.83,10.11
2011,4,11,58.42,66.54,1021.89,0,14.45,25.17,7.12,2.88,742.4,6383.97,3.55,208.07,5.51,200.83,12.2,175.73,6.71
2011,4,12,51.69,73.71,1023.93,0.7,56.32,36.08,17.5,48.21,150.79,3115.89,8.58,287.64,12.76,295.99,21.58,301.79,13.66
2011,4,13,46.69,59.58,1024.85,0,26.34,18.88,24.08,5.29,647.78,6277.17,3.25,286.72,4.31,279.06,7.25,306.83,5.28
2011,4,14,49.55,50.08,1017.63,0,71.24,46.29,53.21,24.33,375.45,5524.23,4.45,75.44,5.65,65.22,8.62,52.63,8.07
2011,4,15,50.07,60.25,1016.94,0,33.54,0,0,33.54,688.29,6082.26,7.34,60.88,9.39,66.24,16.58,73.94,12.76
2011,4,16,50.22,65.71,1020.1,0,5.08,0,0,5.08,777.22,6603.8,3.86,52.89,5.16,52.1,12.18,66.65,7.2
2011,4,17,53.02,62.67,1021.52,0,2.29,0,0,2.29,816.7,6746.2,3.74,75.96,3.62,77.5,9.05,84.09,5.94
2011,4,18,55.61,60.46,1020.1,0,14.79,0,0,14.79,625.94,6585.11,1.78,155.94,2.18,179.45,3.12,191.37,4.47
2011,4,19,58.32,59.25,1016.66,0,0.46,0,0,0.46,831.61,6767.56,2.42,90.22,2.01,95.63,3.04,68.19,4.15
2011,4,20,60.04,61.21,1015.97,0,5.62,0,3.54,2.58,797.16,6529.04,1.28,155.56,1.76,163.27,1.41,175.64,3.28
2011,4,21,60.25,60,1015.87,0,16.34,2,16.25,0.42,725.31,6784.47,2.8,111.92,3.94,126.69,4.05,149.21,5.44
2011,4,22,59.09,57.54,1011.1,0,2.96,0,2.96,0,809.29,6956.24,2.65,116.32,3.93,126.2,5.13,107.7,5.28
2011,4,23,61.11,54.62,1009.82,0,59.92,27.96,59.92,26.12,219.47,6072.47,2.16,168.5,3.24,171.2,3.18,168.82,5.2
2011,4,24,62.13,73.62,1014.5,3.5,98.5,55.08,98.5,83.79,0,2050.56,3.33,266.28,4.65,278.06,11.82,309.07,6.38
2011,4,25,63.92,65.25,1015.72,0.5,67.54,22.21,31.12,67.54,462.77,5999.49,5.41,113.11,6.74,126.49,13.52,45.41,8.65
2011,4,26,57.58,64.62,1016.59,0,49.38,0,0,49.38,429.19,5450.36,7,46.22,9.44,43.52,16.77,57.84,15.37
2011,4,27,55.22,71.33,1015.5,0,62.5,0,0.17,62.5,262.83,4053.95,3.18,207.21,5.08,85.16,7.86,77.65,5.71
2011,4,28,57.78,64.29,1011.84,0,84.96,9.25,26.54,69.83,39.34,3721.09,3.12,153.59,4.73,84.21,6.02,38.53,5.3
2011,4,29,57.36,74.46,1007.64,1.3,53.52,42.17,42,37.71,272.08,3339.28,1.75,246.14,1.78,273.1,3.33,156.89,2.6
2011,4,30,57.69,72.38,1005.41,0,19.88,0,7.58,19.88,591.19,5849.08,3.11,122.46,4.28,136.1,5.37,163.46,4.96
2011,5,1,57.38,72.38,1006.11,0,18.13,0.17,7.58,18,635.46,6283.4,4.37,74.13,5.7,75.53,8.24,74.45,6.61
2011,5,2,57.97,72.42,1005.56,0,18.96,5,16.88,9.58,710.07,5057.87,3.19,107.04,3.91,61.98,5.15,75.7,5.72
2011,5,3,56.3,73.25,1008.18,2.4,89.62,10.29,53.21,85.75,7.02,4293.36,6.17,34.51,7.7,36.64,10.1,49.45,9.59
2011,5,4,49.16,63.17,1018.11,0,3.67,0,1.54,3.17,879.61,7596.15,5.03,253.62,6.48,190.31,8.96,133.53,7.02
2011,5,5,52.7,55.25,1021.34,0,0.25,0,0,0.25,882.53,7605.94,5.3,113.69,6.94,104.85,13.43,100.37,6.57
2011,5,6,59.3,62.12,1020.97,0.1,0.24,0.79,0,0,885.42,7416.37,5.09,109.33,8.75,112.61,8.8,202.24,5.25
2011,5,7,65.14,57.54,1019.14,0,6.23,17.58,2.42,0,812.64,7400.35,6.39,119.21,7.52,129.45,9.94,196.18,6.37
2011,5,8,66.74,56.12,1018.04,0.1,54.79,15.04,40.38,25.21,236.27,6569.09,4.56,218.58,7.83,219.14,9.31,220.88,6.15
2011,5,9,65.14,62.46,1021.23,0,6.64,11.54,3.75,0,853.55,7624.63,5.78,123.24,9.07,162.81,7.84,131.18,11.02
2011,5,10,66.02,65.71,1024.52,0.1,64.88,68.75,64.21,26.67,273.42,5002.69,5.95,201.96,9.53,203.79,8.58,249.54,6.79
2011,5,11,67.36,69.04,1022.34,0.7,61,45.21,52,34.38,449.3,5673.75,3.6,211.88,4.08,208.8,4.15,236.44,4.15
2011,5,12,62.99,76.38,1018.91,3.9,63.75,57.92,56.71,33.96,314.07,3422.94,6.52,225.63,8.63,240.56,13.98,267.53,9.63
2011,5,13,60.1,70.96,1019.92,0,44.12,4,0,42.92,575.69,7112.88,3.84,206.26,5.52,247.9,7.16,114.22,5.79
2011,5,14,58.87,77.58,1016.22,8.6,78.96,57.33,69.79,59.17,230.75,3247.61,6.45,242.7,7.65,247.14,16.65,268.27,9.6
2011,5,15,51.01,76.04,1023.4,2.4,56.29,2.12,24.46,53.67,464.82,3911.55,7.54,287.77,9.62,290.83,13.36,325.28,11.04
2011,5,16,53.96,71.62,1026.93,0,25.98,6.96,0,24.96,604.83,6780.02,6.94,262.52,9.13,275.58,11.9,291.91,8.85
2011,5,17,59.44,69.42,1023.69,0,47.48,39.38,46.67,7.17,541.9,6588.67,3.24,252.36,3.01,265.16,5.31,293.77,3.79
2011,5,18,64.4,60.96,1018.31,0,0,0,0,0,917.4,7868.49,3.72,144.35,4.79,142.13,4.83,149.11,4.34
2011,5,19,65.37,66.38,1017.2,0.6,60.83,19.04,60.62,17.67,269.07,5690.66,4.74,216.14,5.87,225.5,10.09,265.56,6.14
2011,5,20,66.33,67.58,1019.22,0.3,41.67,16.62,40.25,24.38,501.06,5799.24,3.93,226.55,4.98,236.42,8.25,260.58,5.41
2011,5,21,66.98,63.12,1019.89,0.1,26.56,26.62,22.71,3.04,666.02,7546.31,3.12,207.83,2.94,194.04,4.59,165.56,3.92
2011,5,22,66.27,70.5,1019.5,2.3,64.67,40.04,48.33,49.88,234.55,4908.35,5.74,231.75,7.32,243.71,10.88,277.84,7.82
2011,5,23,63.85,71.5,1024.63,0,27.18,14.29,5.33,25.92,562.28,6736.41,3.48,249.53,3.9,255.13,4.54,222.29,4.32
2011,5,24,66.19,64.25,1023.8,0,4.53,6.08,0,4.17,866.72,7546.31,7.49,261.58,8.7,228.45,11.62,253.33,10.4
2011,5,25,61.89,67.58,1023.92,0,14.13,7.29,0,13.79,907,8021.57,3.66,166.34,4.52,156.38,12.33,92.12,6.14
2011,5,26,67.21,66.83,1015.23,0.1,28.9,8.21,18.54,22.58,637.94,7129.79,9.93,223.69,12.21,229.35,26.67,258.44,13.42
2011,5,27,56.37,71.67,1017.47,0,58,5.12,26.42,45.83,402.96,6187.28,10.34,281.73,13.41,284.78,19.55,290.29,15.92
2011,5,28,56.61,72.17,1018.6,0,55.97,10.58,10.33,47.17,462.87,7704.73,3.49,235.16,4.56,245.85,4.63,252.92,4.99
2011,5,29,63.13,63.33,1017.39,0,13.56,21.54,10.33,0,878.1,8031.36,2.76,226.47,2.44,239.51,5.77,265.65,3.3
2011,5,30,68.62,63.21,1014.6,0.7,25.58,9.54,21.54,21.08,732.12,7324.7,4.12,195.29,6.2,209.72,7.29,241.36,4.22
2011,5,31,60.7,79.62,1015.42,22.7,78.85,45.58,78.58,68.96,261.11,2600.58,8.9,252.53,11.94,267.31,23.85,283.7,13.1
2011,6,1,51.57,85.96,1023.48,11.1,92.88,60,79.5,91.83,0,2091.5,9.49,147.94,11.6,137.27,19.59,88.72,15.12
